date,vwretd,vwretx
20040528,0.013629,0.012024
20040630,0.019488,0.018019
20040730,-0.032954,-0.034111
20040831,0.003807,0.002019
20040930,0.010817,0.009347
20041029,0.014973,0.013699
20041130,0.040559,0.035572
20041231,0.033734,0.032086
20050131,-0.023824,-0.024749
20050228,0.021152,0.019015
20050331,-0.01724,-0.018729
20050429,-0.018926,-0.020076
20050531,0.031994,0.030156
20050630,0.001717,0.000139
20050729,0.037364,0.036163
20050831,-0.009159,-0.011265
20050930,0.008067,0.006916
20051031,-0.015672,-0.016697
20051130,0.038289,0.035675
20051230,-0.00006,-0.001396
20060131,0.026442,0.025424
20060228,0.002425,0.000167
20060331,0.012909,0.011511
20060428,0.012064,0.01085
20060531,-0.028319,-0.030519
20060630,0.001587,0.000348
20060731,0.005571,0.00451
20060831,0.02415,0.021679
20060929,0.026487,0.025296
20061031,0.032527,0.03142
20061130,0.018385,0.015887
20061229,0.013768,0.012294
20070131,0.015313,0.014345
20070228,-0.019288,-0.021598
20070330,0.010894,0.009679
20070430,0.043991,0.042857
20070531,0.034459,0.032154
20070629,-0.01662,-0.017829
20070731,-0.031197,-0.032283
20070831,0.015094,0.012859
20070928,0.037468,0.035923
20071031,0.01736,0.016292
20071130,-0.041382,-0.043581
20071231,-0.006116,-0.007903
20080131,-0.061166,-0.062332
20080229,-0.031419,-0.033693
20080331,-0.0034,-0.005054
20080430,0.048629,0.04749
20080530,0.012986,0.010708
20080630,-0.082842,-0.084569
20080731,-0.007306,-0.008738
20080829,0.014955,0.012682
20080930,-0.085467,-0.087287
20081031,-0.16698,-0.168455
20081128,-0.073512,-0.076514
20081231,0.011995,0.009229
20090130,-0.082615,-0.084039
20090227,-0.103588,-0.107402
20090331,0.087634,0.084154
20090430,0.09423,0.09255
20090529,0.05464,0.051848
20090630,0.002476,0.00068
20090731,0.074482,0.073101
20090831,0.034751,0.032255
20090930,0.036534,0.034978
20091030,-0.018259,-0.019458
20091130,0.060257,0.057607
20091231,0.018983,0.017346
20100129,-0.035751,-0.036781
20100226,0.030424,0.028014
20100331,0.061014,0.05943
20100430,0.015977,0.014957
20100528,-0.080111,-0.082337
20100630,-0.053525,-0.055115
20100730,0.070451,0.06862
20100831,-0.045434,-0.04784
20100930,0.090383,0.088751
20101029,0.038726,0.037081
20101130,-0.000051,-0.002571
20101231,0.067054,0.065249
20110131,0.023349,0.022319
20110228,0.032508,0.030251
20110331,0.000625,-0.000867
20110429,0.029441,0.028358
20110531,-0.011313,-0.013573
20110630,-0.016545,-0.018106
20110729,-0.019828,-0.020982
20110831,-0.054322,-0.056734
20110930,-0.070238,-0.071739
20111031,0.109014,0.107554
20111130,-0.002727,-0.005552
20111230,0.009427,0.007613
20120131,0.045205,0.044003
20120229,0.04334,0.040744
20120330,0.032866,0.031282
20120430,-0.006034,-0.007237
20120531,-0.05979,-0.062433
20120629,0.041465,0.039888
20120731,0.014363,0.013096
20120831,0.022744,0.019938
20120928,0.02512,0.023547
20121031,-0.017837,-0.019227
20121130,0.005326,0.002154
20121231,0.008508,0.005902
20130131,0.052361,0.051024
20130228,0.013013,0.010511
20130328,0.037584,0.036025
20130430,0.019621,0.018482
20130531,0.02312,0.020441
20130628,-0.013601,-0.015262
20130731,0.050672,0.049287
20130830,-0.029207,-0.031638
20130930,0.03166,0.030064
20131031,0.046268,0.044953
20131129,0.030817,0.028398
20131231,0.02595,0.024196
20140131,-0.034666,-0.035731
20140228,0.045757,0.043194
20140331,0.008056,0.006537
20140430,0.006555,0.005388
20140530,0.023309,0.020895
20140630,0.020635,0.019048
20140731,-0.013974,-0.015278
20140829,0.039777,0.037446
20140930,-0.013928,-0.015467
20141031,0.023972,0.0228
20141128,0.027631,0.025159
20141231,-0.002473,-0.004249
20150130,-0.02943,-0.030468
20150227,0.057008,0.054305
20150331,-0.014993,-0.016628
20150430,0.0091,0.008004
20150529,0.012522,0.010141
20150630,-0.019343,-0.02102
20150731,0.021297,0.020101
20150831,-0.060086,-0.062433
20150930,-0.024547,-0.026258
20151030,0.083449,0.082049
20151130,0.003373,0.000817
20151231,-0.015247,-0.017076
20160129,-0.0491,-0.05025
20160229,-0.001742,-0.004457
20160331,0.06734,0.065146
20160429,0.003747,0.002576
20160531,0.018487,0.015886
20160630,0.002675,0.001002
20160729,0.036571,0.035324
20160831,0.001247,-0.001396
20160930,0.000446,-0.001033
20161031,-0.017958,-0.019206
20161130,0.03579,0.033007
20161230,0.0192,0.017569
20170131,0.019384,0.018311
20170228,0.039459,0.037052
20170331,0.001664,0.000055
20170428,0.010591,0.009439
20170531,0.014552,0.01192
20170630,0.005798,0.004364
20170731,0.020696,0.019162
20170831,0.002238,-0.000324
20170929,0.02005,0.018742
20171031,0.024158,0.023006
20171130,0.031389,0.02886
20171229,0.011149,0.009851
20180131,0.05806,0.057018
20180228,-0.037661,-0.039702
20180329,-0.025459,-0.027092
20180430,0.00377,0.002656
20180531,0.0238,0.021317
20180629,0.00684,0.005507
20180731,0.037144,0.03597
20180831,0.032938,0.030647
20180928,0.005138,0.003758
20181031,-0.068409,-0.069492
20181130,0.01998,0.017477
20181231,-0.090928,-0.092457
